"ahe","age","female","bachelor"
11.11111,27,0,0
12.5,31,1,0
11,30,1,1
15.38461,27,0,0
18.79371,28,0,1
14.42308,31,1,1
18.26923,27,1,0
12.23776,27,1,1
14.90385,34,0,0
8.994082,31,0,0
11.53846,32,1,0
17.82857,25,0,0
12.01923,33,1,0
8.173077,28,0,0
8.653846,27,0,0
31.73077,32,0,0
14.74359,29,0,1
27.69231,29,0,0
13.9,31,0,0
8.173077,33,0,0
21.15385,30,1,1
15.38461,30,1,1
23.07692,28,0,1
14.90385,27,0,0
4.134615,25,1,0
7.5,32,1,0
9.026688,25,0,0
8.653846,28,1,1
24.03846,31,0,1
8.173077,27,0,0
6.25,25,1,0
37.98077,34,0,1
6.384615,29,1,0
33.65385,33,0,1
32.69231,28,1,1
34.18803,28,0,1
9.114583,30,0,0
19.23077,33,0,0
16.02564,29,0,1
12.5,29,0,0
24.51827,30,1,1
11.53846,28,0,0
7.692307,25,1,0
14.42308,26,0,0
9.230769,28,1,1
11.53846,33,0,0
11.53846,28,0,0
13.46154,26,1,1
13.24786,28,1,1
9.82906,30,0,1
19.71154,34,0,1
13.67521,34,0,0
15.30612,34,1,0
15.69859,33,0,0
7.692307,28,1,0
15.625,25,1,0
21.92308,31,0,1
10.19231,27,0,0
31.35,28,0,1
16.59567,32,1,0
19.23077,34,0,0
9.567307,26,1,0
37.5,34,0,1
5.769231,30,0,0
7.034616,34,0,0
16.725,25,1,1
11,28,0,0
15.19608,32,0,0
10.57692,26,0,1
14.42308,30,1,0
15.94577,26,0,0
6.593407,30,1,0
25.64103,34,0,1
12.82051,25,1,1
25.64103,26,0,1
7.211538,26,0,0
11.15385,33,1,1
24.03846,33,0,0
14.90385,34,1,1
13.46154,29,1,0
25.71846,31,0,1
22.30769,30,1,0
8.01282,34,1,0
11.53846,33,1,0
12.30769,28,0,0
23.55769,30,1,1
6.25,32,1,0
9.615385,33,1,0
20.19231,28,0,0
16.82692,31,0,0
21.36752,26,0,1
8.974359,28,0,0
26.44231,32,0,1
12.69231,32,1,1
19.23077,31,1,1
29.80769,29,0,1
23.45,28,0,0
27.69231,25,1,1
25.84615,28,0,0
9.615385,27,1,0
8.75,25,0,0
19.23077,25,0,1
8,26,0,0
12.01923,34,0,0
18.22917,34,0,0
4.038462,34,0,0
7.211538,27,0,0
9.134615,34,0,0
11.53846,25,0,0
24.03846,32,1,1
23.07692,34,0,1
10.25641,31,0,0
23.07692,29,0,1
21.63461,33,1,1
24.03846,31,1,1
14.68532,31,0,1
17.30769,28,1,0
22.39583,29,0,1
9.615385,27,0,1
16.82692,26,1,1
10.09615,28,0,0
8.173077,33,0,0
10.02024,33,1,0
13.3547,31,1,0
12.82051,31,1,1
23.94231,26,0,1
33.65385,33,0,1
7.427885,25,1,1
25,30,0,0
11.53846,25,0,0
8.653846,25,1,0
15.625,28,1,0
11.91489,29,0,0
31.25,31,1,1
4.795192,25,0,0
30.76923,30,0,1
8.241758,26,1,0
9.803922,31,0,0
21.79487,27,0,0
19.32692,29,0,1
10.85608,30,0,0
10.68376,33,0,0
26.92308,28,1,1
14.82372,29,1,0
15.38461,29,1,0
12.08791,30,0,0
12.205,34,1,0
12.98077,27,0,0
10.57692,28,1,0
17.30769,25,1,1
9.134615,28,0,0
10.91476,27,1,0
17.94872,34,0,1
10.57692,27,0,0
13.54895,34,0,0
22.29021,28,1,1
18.95044,27,0,1
31.25,34,1,1
24.03846,34,0,0
17.30769,30,1,1
22.18935,34,0,1
10.33333,31,0,0
36.32479,34,0,1
9.935898,34,1,1
10.25641,31,1,1
18.31502,28,0,0
18.26923,26,0,0
11.05769,29,1,0
6.593407,30,0,0
9.35551,25,1,0
12.47401,33,1,0
30.28846,34,1,1
18,33,0,0
9.230769,29,1,1
13.46154,34,1,1
8.173077,28,1,0
9.655769,33,1,0
17.30769,32,0,0
4.808173,32,0,1
10.89744,26,0,1
9.615385,29,0,0
12.01923,34,0,0
19.71154,28,1,1
16.48352,28,1,0
8.173077,30,0,0
23.55769,31,0,0
9.134615,25,1,0
7.211538,27,1,0
14.42308,25,1,1
17.78846,34,1,1
17.52137,29,1,1
8.653846,27,1,0
6.868132,33,1,0
12.5,34,1,1
10.43956,26,1,0
11.05769,29,0,1
10.25641,25,1,1
9.615385,25,0,0
7.692307,29,0,0
14.90385,27,1,1
13.46154,33,0,1
12.98077,28,1,1
14.375,33,0,0
3.418803,28,1,1
7.932693,28,1,0
13.94231,28,1,1
16.82692,31,1,1
43.46154,34,0,1
4.675,34,0,0
7.211538,28,0,0
10.09615,25,1,0
14.42308,31,1,1
8.384615,31,0,1
15.38461,28,1,1
24.70096,28,0,1
16.82692,29,0,0
12.5,26,0,0
4.807693,32,0,0
11.05769,33,0,1
7.142857,25,1,0
25.96154,32,0,1
12.01923,34,1,1
12.01923,25,0,1
13.22933,31,1,0
12.5,29,0,0
15.86539,33,0,1
9.615385,26,1,0
10.43956,28,0,1
5.769231,27,0,0
19.65812,32,1,1
19.23077,26,1,1
21.15385,33,1,1
15.03496,28,0,1
15.38461,29,1,1
13.46154,34,0,0
15.73427,26,0,0
26.44231,29,0,0
22.11539,27,0,1
4.807693,28,1,1
8.170513,30,0,0
4.807693,28,0,0
12.5,32,0,1
14.42308,28,0,0
6.394231,27,0,0
14.42308,29,1,1
17.30769,31,1,1
21.53846,25,0,0
14.42308,27,0,0
31.25,32,0,0
21.97802,31,1,1
14.95726,29,0,1
19.23077,29,1,1
18.7247,26,0,0
18.75,34,0,1
14.82211,28,1,1
7.766272,30,1,0
25.48077,25,0,0
9.615385,34,1,0
6.868132,29,1,0
8.653846,25,0,0
21.15385,27,1,1
26.44231,30,0,0
5.769231,26,0,0
9.340659,34,1,0
9.79021,33,0,1
19.23077,29,0,1
24.03846,25,1,0
6.009615,31,0,0
5.769231,30,1,0
7.211538,30,0,0
7.211538,25,0,0
12.98077,33,1,1
15.86539,32,0,0
10.57692,31,1,1
16.82692,30,0,0
9.615385,30,1,0
27.0979,29,0,1
9.615385,29,1,1
5.288462,33,1,1
3.385417,31,0,0
10.28,31,0,0
18.26923,34,1,0
28.07692,33,0,1
38.46154,33,0,1
18.22917,31,0,0
9.615385,34,0,0
36.53846,28,0,0
7.211538,30,1,0
11.97917,32,0,0
12.01923,29,1,0
7.692307,34,0,0
23.07692,31,0,0
16.66667,31,0,0
11.53846,32,0,0
21.63461,32,0,1
25,29,0,1
14.02244,25,0,0
12.5,27,1,0
43.26923,33,0,1
7.538462,25,1,1
12.01923,34,0,0
19.23077,32,1,0
14.90385,30,1,0
57.69231,34,0,1
6,25,1,0
14.42308,29,0,1
40.38462,26,0,1
16.41026,25,1,1
13.18681,31,1,1
13.18681,31,1,1
20,29,0,0
30,26,1,1
9.615385,34,1,0
14.42308,31,1,1
12.01923,29,0,0
14.42308,32,0,0
26.44231,33,0,0
25.36106,33,0,1
16.82692,33,1,1
11.53846,33,1,1
5.714286,26,0,0
12.98077,25,1,1
4.903846,25,1,1
10.33654,25,1,1
9.935898,30,1,0
25.72115,34,0,0
12.01923,25,0,0
27.88461,25,0,0
18.26923,29,1,0
31.86275,34,0,0
27.08173,34,0,1
26.44231,31,0,0
11.53846,26,0,0
13.46154,31,1,1
30,27,0,0
38.46154,29,0,1
4.679144,27,0,0
10.76923,30,1,0
5.494505,26,0,0
13.46154,33,0,0
11.53846,32,0,0
16.94711,26,1,1
25,31,0,0
24.03846,32,0,0
12.5,34,1,0
30.76923,25,0,1
14.42308,28,1,1
17.30769,30,0,1
26.44231,26,0,1
40.86538,32,0,1
10.33654,29,1,0
6.410256,28,0,0
14.42308,31,0,0
9.961538,32,1,0
6.730769,30,1,0
12.5,25,1,0
24.03846,32,0,0
32.05128,34,0,1
13.46154,32,0,0
34.18803,26,0,1
20.97902,28,0,1
14.42308,28,0,1
19.23077,26,1,1
31.25,33,1,1
16.82692,30,1,1
19.23077,27,1,0
14.42308,28,0,1
17.30769,27,1,1
52.88462,26,0,1
17.94872,32,0,1
9.134615,34,0,0
17.78846,25,1,1
10.57692,26,0,0
14.23077,29,1,1
12.05511,28,0,0
9.615385,32,0,1
9.230769,27,1,0
19.23077,31,0,1
30.98291,26,1,1
9.615385,29,0,0
10.09615,32,0,0
10.41667,30,1,0
4.807693,25,1,0
19.23077,28,0,1
15.38461,30,0,0
19.23077,28,1,1
19.23077,31,1,1
9.615385,32,1,0
12.5,31,1,0
15.38461,28,0,0
14.42308,26,0,1
11.25,34,1,0
16.82692,29,1,0
16.34615,28,0,1
11.53846,33,0,0
17.62019,29,1,1
20.67308,26,1,1
29.5858,34,1,0
31.92308,31,0,1
8.004807,32,0,0
26.44231,25,0,0
25.96154,26,1,1
10.09615,32,1,0
23.50427,26,1,1
8.571428,27,1,0
14.42308,28,1,1
17.30769,28,1,1
16.82692,29,0,1
4.326923,32,0,0
24.03846,30,0,1
7.211538,26,0,0
14.42308,32,0,1
16.82692,25,1,1
21.36752,26,1,0
8.75,26,0,0
14.10256,30,1,1
12.01923,34,0,0
15.86539,27,0,0
21.63461,29,0,0
14.42308,26,1,0
19.23077,25,0,1
29.80769,29,0,1
16.82692,27,0,1
4.120879,29,1,1
4.807693,29,0,1
8.956044,25,0,0
26.44231,33,0,1
8.547009,25,0,0
10.47009,32,0,0
7.692307,33,0,0
17.02724,27,0,1
10.57692,28,1,0
14.73846,33,1,1
13.9,30,0,0
28.84615,34,0,1
34.13462,27,1,1
35.36325,34,1,1
27.26202,30,0,0
20.67308,26,0,0
9.340659,33,1,0
14.58333,26,0,1
14.42308,25,1,1
20.19231,27,1,1
20.19231,25,1,1
21.63461,26,1,1
36.05769,30,1,1
25,33,0,0
8.653846,27,1,0
27.88461,25,1,1
9.615385,29,0,1
13.18681,28,1,1
12.01923,28,0,1
20.19231,33,1,0
24.03846,33,0,0
4.326923,26,1,1
7.211538,29,0,0
14.42308,30,0,0
14.68532,33,0,0
14.42308,27,1,0
8.835759,33,1,0
12.30769,29,0,1
15.93407,31,1,1
52.5641,33,0,0
7.211538,34,0,0
16.02564,34,1,1
15.38461,34,1,0
12.5,33,1,0
14.42548,26,0,0
16.66667,33,1,1
16.82692,31,1,0
13.46154,34,0,0
13.46154,29,1,1
18.07692,28,0,0
14.88095,34,1,1
12.01923,26,1,0
19.23077,30,0,1
19.23077,31,1,1
11.80556,30,0,0
10.57692,33,0,0
7.142857,25,0,0
32.45192,32,0,1
19.8718,26,1,1
14.42308,25,0,0
10,26,0,0
15,28,0,0
6.25,29,0,0
7.112638,34,1,0
17.30769,27,0,0
12.01923,25,1,1
34.61538,32,0,1
27.47253,25,1,1
19.58042,25,0,0
8.883674,28,1,0
6.346154,34,0,0
18.26923,30,0,1
25.64103,29,1,1
19.23077,27,1,0
8.173077,32,0,0
13.46154,33,0,0
9.615385,31,1,0
16.82692,26,0,0
15.86539,25,0,0
17.48252,25,0,1
7.211538,32,0,0
5.538462,33,0,1
34.61538,34,0,1
9.615385,26,0,0
19.23077,29,0,0
16.02564,32,1,0
7.692307,27,0,0
11.11111,33,0,0
10.475,32,0,1
10.78462,25,1,1
15.86539,26,0,1
23.38702,31,0,1
16.82692,28,0,0
4.326923,32,0,0
13.07692,34,1,1
20.67308,29,0,0
10.59808,26,1,1
10.91346,25,1,1
52.16346,29,0,1
14.42308,29,0,0
16.57143,26,1,0
21.15385,28,0,0
19.23077,33,0,1
9.615385,29,0,1
21.63461,30,0,0
23.07692,29,0,1
16.82692,25,0,0
19.64883,34,0,1
22.64957,30,1,1
28.84615,31,0,1
18.26923,30,1,1
8.461538,29,0,0
9.615385,33,0,1
14.42308,32,1,1
12.01923,34,0,1
13.24786,29,1,0
13.46154,26,1,1
15.73427,31,0,0
12.5,29,1,1
14.42308,27,0,1
19.23077,30,0,1
26.44231,34,0,1
9.090909,25,0,0
12.01923,26,0,0
11.18068,34,0,1
21.63461,30,0,0
15.38461,30,1,1
22.11539,30,1,1
14.42308,34,0,0
32.69231,32,0,0
18.46154,27,0,0
14.52991,26,0,0
21.92308,31,0,0
7,27,0,0
14.42308,34,0,1
23.07692,31,0,1
14.42308,32,0,1
14.90385,26,1,1
14.95726,25,0,1
13.04945,25,0,0
21.63461,31,0,0
8.241758,31,1,0
14.75,31,0,0
10.05245,28,1,0
19.09231,28,1,1
30,30,0,1
29.91453,27,0,1
14.42308,28,1,1
17.09402,34,0,1
28.84615,28,0,0
22.4359,34,0,1
18.37607,32,1,1
16.25,25,0,0
15.86539,33,1,0
9.423077,31,0,0
16.02564,33,0,0
20,29,0,1
28.84615,30,1,1
10.25641,30,0,1
17.30769,28,0,1
26.49573,34,0,1
21.49039,31,1,1
5.625874,32,1,1
10.57692,27,1,0
7.548077,30,1,1
7.246377,28,0,0
8.791209,26,1,1
11.53846,34,0,1
26.44231,30,0,0
8,27,1,0
8.25,26,1,0
18.26923,28,0,0
38.46154,31,0,1
12.5,28,0,0
16.15385,26,0,0
15.30769,29,0,1
10.09615,29,1,1
13.46154,28,0,0
12.11539,29,0,0
16.02564,33,0,1
46.15385,31,0,1
8.538462,33,0,0
30.28846,32,1,1
8.653846,25,0,0
13.46154,31,1,1
9.230769,27,0,0
15.38461,32,1,1
16.82692,30,0,0
12.5,29,1,0
16.34615,30,0,0
12.5,26,0,0
5.925156,25,1,0
8.653846,27,0,0
16.82692,30,0,1
15.86539,26,1,1
6.730769,27,1,0
15.38461,30,0,0
16.10577,30,1,0
17.30769,30,0,1
11,25,0,0
15.38461,29,1,1
19.23077,29,0,0
13.94231,29,1,1
16.48352,32,0,1
8.547009,27,1,0
18.75,25,1,1
20.67308,25,0,0
53.4188,32,0,1
43.26923,32,1,0
14.42308,33,1,1
15,34,0,1
21.63461,31,1,1
19.23077,26,1,1
41.82692,25,1,1
17.78846,31,1,0
14.42308,25,0,0
14.42308,27,0,0
18.26923,26,0,1
12.36,34,0,1
34.61538,26,1,1
21.15385,28,0,1
6.730769,26,1,0
14.42308,26,1,0
7.5,27,0,0
14.42308,34,0,0
24.35897,33,1,1
7.982584,30,0,1
24.03846,29,0,0
12.98077,27,0,0
10,32,0,0
5.494505,25,1,1
33.65385,30,0,1
9.615385,27,1,1
11.53846,29,1,1
17.94872,25,0,1
4.807693,26,1,0
19.23077,25,0,1
18.26923,34,1,1
11.53846,28,1,0
11.53846,29,0,0
38.01431,33,0,1
15,29,0,1
10.45752,31,0,0
7.307693,25,0,0
15.22436,29,0,0
9.157509,34,1,0
12.01923,34,0,0
16.82692,34,0,0
8.333333,25,0,0
8.316009,32,1,0
12.05128,25,0,1
9.014423,25,0,0
14.42308,28,0,0
11.88427,29,0,0
19.23077,32,0,0
17.30769,29,1,0
10.57692,29,1,0
7.211538,28,1,0
12.82051,34,0,0
19.23077,33,0,0
21.92308,33,0,0
16.12644,26,1,0
13.46154,28,0,0
15.38461,26,1,0
15.38461,27,1,0
15.38461,26,1,1
16.82692,27,0,1
25.48077,30,1,1
10.18519,28,0,1
9.615385,34,1,0
11.11111,30,1,1
21.36752,28,0,1
9.615385,30,1,0
36.76471,33,1,1
10.38461,29,0,1
10.76923,30,1,1
14.6875,30,0,1
10.09615,25,0,0
16.41026,32,0,1
8.01282,33,0,0
16.34615,34,1,1
21.63461,31,1,1
27.77778,33,1,0
19.71154,29,0,0
17.94872,26,0,0
17.30769,25,0,1
42.30769,27,0,1
7.692307,32,0,0
8.653846,32,1,0
48.07692,34,1,1
14.42308,30,0,0
8.516483,27,1,0
14.95726,25,1,1
15.81197,25,0,1
14.42308,32,1,0
3.846154,25,0,1
21.63461,30,0,0
15,30,0,0
22,32,0,1
11,30,0,0
8.205129,28,1,0
22,29,1,1
6.072875,27,1,0
20.76923,28,0,1
16.82692,32,0,0
11.53846,27,1,1
16.82692,30,1,1
9.615385,26,0,0
14.42308,30,0,0
7.211538,30,1,0
12.01923,25,0,0
18.26923,26,1,1
16.875,33,1,1
6.730769,25,0,0
16.82692,30,0,0
11.05769,30,1,1
6.730769,30,1,0
12.17949,27,0,0
8.125,31,0,0
10.57692,30,1,0
20,25,0,0
24.03846,29,0,1
13.94231,27,0,1
18.37607,33,0,0
38.94231,30,0,1
21.15385,34,1,1
10.625,29,0,0
7.211538,28,1,0
48.07692,32,0,1
13.46154,33,0,1
11.53846,29,1,0
17.30769,30,0,0
8.333333,33,1,0
21.63461,33,0,0
14.42308,29,0,0
9.166667,32,0,0
16.34615,29,1,1
18.37607,27,0,1
17.30769,25,1,1
17.88909,33,0,1
17.71255,33,1,1
12.01923,31,0,0
50.3663,33,1,1
17.30769,26,1,1
17.94872,25,1,1
19.23077,32,0,0
19.95192,31,0,1
10.98901,30,0,1
9.615385,31,1,0
14.52991,29,1,1
19.23077,32,0,0
12.5,32,0,0
12.5,27,1,0
26.63461,27,1,1
34.61538,30,0,0
31.25,33,1,1
16.42628,34,0,1
12.08791,27,0,0
19.23077,28,0,1
15.33784,28,1,1
13.1579,25,0,1
20.24291,34,1,1
23.93162,27,0,1
11.96581,31,1,1
14.90385,27,1,1
5.732248,27,1,0
19.23077,31,0,1
21.63461,27,1,1
15.38461,32,1,1
4.278846,26,1,0
6.153846,32,0,0
10.57692,27,0,0
14.42308,30,1,0
29.91453,28,0,1
12.01923,26,0,1
31.25,27,0,0
10.83333,31,0,1
30.76923,33,0,1
14.61539,25,0,0
26.2574,31,1,1
6.730769,26,1,0
21.63461,32,0,1
7.211538,30,0,0
23.07692,25,0,0
7.5,34,0,0
7.5,31,1,0
15.86539,28,0,0
24.03846,33,1,1
13.26923,25,0,1
22.59615,32,1,1
23.07692,27,1,1
61.05769,31,0,1
10,31,1,0
21.63461,28,0,0
46.63462,32,0,1
10.12146,25,0,0
7.08502,32,1,0
22.59615,25,0,0
24.03846,34,0,0
16.72241,31,0,1
9.615385,31,0,0
18.26923,28,1,1
17.9902,33,0,0
12.01923,33,0,0
8.173077,31,0,0
50.48077,34,0,0
14.42308,28,0,0
12.01923,27,1,0
9.230769,32,0,0
13.94231,26,1,0
10.98901,34,1,0
24.51923,34,0,1
10.57692,34,0,0
10.98901,32,1,0
16.82692,29,0,0
12.51429,31,1,1
11,26,0,1
20.14652,29,0,1
9.134615,30,0,0
13.46154,34,0,1
11.53846,28,1,0
14.90385,28,1,1
16.48352,29,0,0
9.545455,30,1,1
6,31,1,0
13.46154,29,1,0
15.86539,28,0,1
12.82051,27,0,0
12.98077,30,0,0
10.68376,32,0,0
12.88889,27,0,1
20.67308,28,1,1
16.82692,29,0,1
8.547009,26,1,0
23.07692,30,1,1
14.42308,31,0,0
24.72528,25,0,1
15.38461,26,1,1
18.75,33,1,0
14.51923,31,0,1
7.692307,26,0,0
10.57692,26,0,0
11.82019,28,0,0
10.925,30,0,0
33.65385,28,0,1
5.604395,26,0,0
10,25,1,0
9.615385,25,0,0
27.77778,33,0,0
15.57692,27,0,1
5.192307,27,1,1
10.81731,31,0,0
8.041958,34,0,1
26.44231,32,1,1
21.92308,32,0,1
13.94231,29,0,0
11.53846,29,0,0
7.211538,34,1,0
19.02164,32,0,0
9.615385,30,0,0
16.34615,30,1,0
11.11111,28,0,0
23.5,32,0,0
18,31,1,0
5.769231,27,1,0
15.38461,31,0,1
21.15385,30,0,0
11.25,34,0,0
19.23077,33,1,1
20.19231,31,1,1
16.23932,30,1,1
14.42308,31,0,0
39.21569,29,1,1
14.10256,31,0,1
2.342657,26,0,1
13.5,26,1,1
8.119781,29,1,1
16.02564,31,0,0
19.23077,26,0,1
5.538462,28,1,1
21.63461,34,1,1
14.23373,25,0,0
24.03846,33,1,0
18.75,29,1,1
32.21154,30,0,1
20.19231,25,0,1
12.55342,26,1,1
15.38461,31,0,1
19.23077,32,1,1
21.875,32,0,1
19.23077,28,0,0
18.26923,33,1,1
4.194712,28,1,0
11.05769,34,0,0
6.25,30,0,0
10.10865,31,0,0
14.42308,34,0,1
23.07692,31,0,0
18.22917,33,0,1
12.5,31,1,0
9.134615,28,0,0
14.42308,25,0,0
14.42308,33,1,0
8.653846,29,0,0
12.01923,30,1,1
16.82692,28,0,0
17.94872,29,0,1
23.07692,34,0,1
10,30,0,0
5.871212,27,0,1
24.03846,30,1,1
16.48352,31,1,1
37.5,31,0,0
9.615385,28,1,0
26.92308,34,0,0
16.02564,28,1,0
16.82692,30,0,0
13.67521,27,1,0
9.615385,26,1,1
33.65385,32,0,0
6.25,25,0,0
35.09615,32,0,1
14.42308,29,1,1
16.82692,28,0,1
48.07692,28,0,1
13.84615,29,0,0
8.653846,33,1,0
15.38461,28,0,0
14.42308,29,1,1
9.134615,31,0,0
2.884615,34,1,1
23.07692,25,0,1
19.79167,33,1,1
18.55769,33,1,0
16.34615,29,1,1
19.23077,33,1,1
17.78846,34,0,0
14.42308,31,1,0
11.05769,27,1,0
48.07692,33,0,1
11.05769,32,1,0
14.42308,30,0,0
16.02564,34,0,1
14.02244,34,0,0
28.84615,33,0,0
12.5,33,1,0
12.69231,28,0,0
11.60256,32,1,1
17.09402,27,0,0
13.46154,28,1,1
13.73626,28,1,0
9.838057,25,1,0
10.76923,31,1,0
7.5,29,1,1
19.71154,29,1,1
26.44231,27,0,0
33.84615,34,0,1
8,25,0,0
16,26,0,0
16.82692,27,0,1
31.25,26,0,1
15.86539,29,0,1
17.30769,28,1,1
13.67521,34,0,0
14.90385,25,1,0
15.86539,34,0,1
57.69231,31,0,1
12.01923,33,1,0
16.82692,26,1,1
14.57726,27,0,0
14.42308,32,1,0
14.42308,33,0,0
6.410256,33,0,0
16.34615,31,0,1
10.96491,30,1,1
16.82692,29,1,1
14.95726,25,0,1
10,29,0,0
21.36752,29,1,1
25.64103,30,0,1
21.63461,31,0,1
37.69231,31,0,1
6.145192,26,0,1
33.11966,33,1,1
11.53846,25,1,0
23.07692,29,0,0
12.01923,28,1,0
19.23077,28,0,1
12.0915,33,0,0
32.05128,28,1,1
23.07692,30,0,0
10,33,0,0
11.11111,28,0,1
7.211538,27,0,0
9.615385,27,1,1
23.07692,28,0,1
5.769231,30,1,0
12.01923,26,1,1
19.23077,31,0,0
15.38461,34,0,0
16,27,0,1
9.763313,29,0,1
48.07692,31,0,1
18.11966,34,1,1
11.07692,33,0,0
31.25,34,0,1
17.06731,26,0,0
19.23077,31,1,1
13.46154,25,0,0
15.38461,32,1,0
4.807693,34,0,0
14.52991,29,1,1
16.82692,31,1,1
23.07692,32,1,1
15.38461,32,0,0
17.78846,26,0,0
16.77885,34,1,1
16.82692,34,0,0
37.17949,31,1,0
13.67521,31,0,0
12.01923,34,1,0
38.46154,29,0,0
8.653846,31,1,0
25,31,0,1
17.30769,29,0,0
8.653846,28,0,0
7.211538,32,0,0
13.24786,28,0,1
24.03846,29,1,1
38.46154,33,0,1
12.01923,32,1,0
11.53846,32,0,0
15.0024,28,0,0
24.03846,33,1,1
9.615385,28,0,0
7.211538,29,0,0
12.01923,25,1,1
4.807693,28,1,1
8.947369,28,1,0
20,30,0,0
19.23077,33,0,1
24.03846,33,1,1
8.4,33,0,1
15.38461,31,1,1
13.46154,25,0,1
9.615385,33,1,0
17.30769,30,1,1
20.67308,30,0,1
9.615385,28,0,0
26.44231,25,1,1
5,27,1,1
14.46078,25,1,0
18.36539,31,1,1
20.97902,34,0,0
18.26923,25,1,0
19.23077,26,0,0
14.42308,31,1,0
9.615385,29,0,1
21.47436,25,0,1
8.557693,33,0,0
13.84615,33,0,0
8.461538,33,1,0
12,25,1,1
15,29,0,0
11.53846,27,0,0
14.95726,27,0,1
15.38461,32,1,1
9.615385,25,0,0
2.403846,25,1,0
9.615385,29,1,0
9.615385,29,1,0
14.10256,28,0,1
25.48077,28,0,1
10.03344,33,1,0
12.82051,28,0,1
8.699634,25,0,0
27.35043,32,1,1
3.846154,33,0,0
11.63862,25,0,0
15.38461,32,1,0
12.98077,32,0,0
13.46154,29,0,1
19.23077,31,1,1
11,27,1,1
7.115385,25,0,0
11.53846,30,0,0
28.84615,32,1,1
14.42308,25,0,0
14.95726,25,1,0
26.44231,32,1,1
9.071117,31,0,0
12.98077,33,0,0
16.02564,32,1,1
24.03846,25,0,1
9.375,31,0,0
18.75,28,1,1
7.692307,26,0,0
9.615385,26,1,0
14.90385,33,1,0
14.42308,28,0,1
14.31624,28,0,0
21.36752,25,1,1
10.57692,25,0,1
11.53846,25,0,0
12.47115,26,1,1
21.15385,27,1,1
27.30769,26,0,1
4.807693,30,1,0
12.5,28,0,1
3.698225,26,1,1
26.92308,28,1,1
13.80664,26,0,0
12.30769,26,1,1
17.30769,26,1,1
18.02885,28,1,1
12.98077,26,0,0
17.58242,31,0,0
12.01923,32,0,0
14.90385,33,0,0
8.01282,32,0,0
16.54741,31,0,0
20.67308,34,0,0
11.53846,26,0,0
10.57692,28,1,0
16.34615,25,0,1
12.01923,30,1,0
14.90385,29,1,0
6.730769,33,1,1
10.68376,28,0,0
21.53846,27,0,1
19.23077,29,1,1
47.00855,33,0,1
19.23077,34,0,0
14.70588,25,0,0
9.5,34,0,0
14.95726,26,0,1
24.03846,33,0,0
32.21154,29,1,1
28.84615,30,0,1
6.510417,34,1,0
19.23077,30,0,0
30.28846,30,1,0
28.84615,33,0,1
25.30364,28,0,1
12.01923,28,1,1
21.63461,31,1,0
25,26,0,1
14.10256,25,1,1
24.03846,32,0,0
5.769231,27,1,0
24.03846,29,0,1
3.461539,33,1,0
21.18317,26,1,0
28.84615,33,0,1
9.230769,27,0,0
14.87067,27,0,1
7.39645,28,0,1
20,29,0,1
21.63461,31,0,0
9.615385,28,0,1
21.15385,32,1,1
20,33,0,0
38.94231,31,0,0
7.5,27,0,0
25.96154,25,1,1
32.69231,30,0,1
12.5,33,0,0
20.19231,31,1,1
19.23077,27,0,1
42.30769,31,0,1
24.03846,31,1,1
16.34615,26,0,1
4.807693,26,0,0
5.769231,26,0,0
5.166667,25,0,1
24.03846,28,1,1
18.75,31,1,1
12.5,34,0,1
21.36752,28,0,1
39.61538,33,0,1
9.613461,33,1,0
26.44231,32,1,1
17.30769,27,1,1
6.730769,34,1,0
4.807693,28,0,0
40.86538,32,0,1
11.85897,34,1,1
8.173077,34,0,0
12.98077,25,0,0
14.42308,30,1,0
19.23077,25,1,1
52.5641,32,0,0
14.42308,28,1,1
5.818182,27,0,0
6.593407,25,0,0
18.75,33,1,0
38.46154,31,0,1
15,34,1,0
14.42548,28,0,0
12.01923,28,0,0
13.94231,29,1,1
11.83432,31,0,1
18.81271,34,0,1
14.90385,25,0,0
16.34615,32,0,1
19.23077,30,0,0
14.42308,29,0,0
28.84615,30,0,1
20.67308,29,1,1
18.26923,32,1,0
10.62753,29,1,0
7.142857,30,1,0
12.98077,29,0,0
16.15,26,0,0
15.81197,31,0,0
5.769231,32,1,0
13.46154,34,1,1
12.5,27,0,0
26.49573,32,0,1
19.23077,30,1,1
14.42308,33,1,1
6.5,26,0,1
7.211538,31,1,0
15.55556,34,0,1
14.4,30,1,1
5.128205,34,1,0
8.119658,25,0,0
4.326923,28,0,1
18.31502,27,0,0
16.34615,32,0,0
17.30769,29,1,0
11.77885,34,1,0
12.01923,27,0,0
20.19231,30,1,1
43.26923,26,1,1
49.03846,33,0,1
12.5,33,1,0
18.75,26,0,0
21.79487,34,0,1
14.47115,27,1,0
21.63461,29,0,1
14.42308,33,1,0
16.34615,33,0,0
16.82692,30,0,0
19.23077,29,0,1
11.53846,34,1,0
17.78846,34,1,1
23.38702,34,0,1
9.615385,34,0,0
21.63461,29,0,1
13.94231,26,0,1
19.23077,31,0,0
10,27,0,1
32.69231,31,0,1
25.96154,31,1,1
15.38461,30,0,0
31.25,31,0,0
4.666667,27,0,0
12.5,34,0,0
19.23077,34,0,0
33.65385,32,0,1
26.44231,31,1,1
11.67582,33,0,0
14.42308,33,1,1
20.19231,26,0,1
31.18503,29,1,0
51.92308,32,0,1
36.05769,29,1,1
15,26,0,1
9.819231,26,1,1
