"deny","pirat","black"
"no",0.35560001373291,"no"
"no",0.307999992370605,"no"
"no",0.276000003814697,"no"
"no",0.36560001373291,"no"
"no",0.332299995422363,"no"
"no",0.2875,"no"
"no",0.262199993133545,"no"
"no",0.352900009155273,"no"
"no",0.353400001525879,"no"
"no",0.301000003814697,"no"
"no",0.372700004577637,"yes"
"no",0.35,"no"
"no",0.35,"no"
"no",0.17,"no"
"no",0.17,"no"
"no",0.3,"no"
"no",0.34,"no"
"yes",0.5,"no"
"no",0.21,"no"
"no",0.36,"no"
"no",0.19,"no"
"no",0.32,"no"
"no",0.35,"no"
"yes",0.21,"no"
"no",0.28,"no"
"no",0.3,"no"
"no",0.36,"no"
"no",0.27,"no"
"no",0.38,"no"
"no",0.34,"no"
"no",0.27,"no"
"no",0.37,"no"
"no",0.303299999237061,"no"
"no",0.298600006103516,"no"
"no",0.370200004577637,"no"
"no",0.365,"yes"
"no",0.365999984741211,"no"
"no",0.33,"no"
"no",0.4,"no"
"no",0.27,"yes"
"no",0.29,"no"
"no",0.31,"no"
"no",0.38,"yes"
"no",0.37,"yes"
"no",0.38,"yes"
"no",0.34,"no"
"no",0.42,"no"
"no",0.32,"no"
"no",0.385999984741211,"no"
"no",0.347000007629395,"no"
"no",0.243999996185303,"no"
"no",0.23,"no"
"no",0.34,"yes"
"no",0.35,"no"
"no",0.379000015258789,"no"
"no",0.39,"no"
"no",0.42,"no"
"no",0.26,"no"
"no",0.43,"no"
"no",0.34,"no"
"no",0.2,"no"
"no",0.36,"no"
"no",0.32,"yes"
"no",0.35,"no"
"no",0.47,"no"
"no",0.39,"yes"
"no",0.34,"no"
"no",0.38,"yes"
"yes",0.367999992370605,"yes"
"no",0.3,"no"
"no",0.390999984741211,"no"
"no",0.3,"no"
"no",0.41,"no"
"no",0.34,"no"
"no",0.26,"no"
"no",0.35,"no"
"no",0.09,"no"
"no",0.26,"no"
"no",0.44,"no"
"no",0.35,"no"
"no",0.39,"no"
"no",0.31,"no"
"no",0.4,"no"
"no",0.41,"no"
"no",0.24,"no"
"no",0.33,"no"
"no",0.37,"no"
"no",0.35,"no"
"yes",0.42,"no"
"no",0.33,"yes"
"no",0.34,"no"
"no",0.36,"no"
"yes",0.32,"no"
"no",0.32,"no"
"no",0.27,"no"
"no",0.33,"no"
"no",0.38,"no"
"no",0.36,"yes"
"no",0.24,"no"
"no",0.32,"no"
"no",0.38,"no"
"no",0.38,"no"
"no",0.25,"no"
"no",0.32,"no"
"no",0.31,"yes"
"no",0.33,"no"
"no",0.35,"yes"
"no",0.33,"no"
"no",0.31,"no"
"no",0.3,"no"
"no",0.26,"no"
"yes",0.32,"yes"
"yes",0.35,"no"
